id,name,ig_followers,ig_handle,category,subcategory
32689,Memes/news,91051,bakchodtown,Comedy & Memes,Viral & Memes
10589,Prakash Thakur,90878,responseprakash,"News, Media & Magazines",Breaking News & Headlines
32415,Vanthu Paru Puriyum,90760,vanthu_paru_puriyum,Comedy & Memes,Viral & Memes
32795,Epic Studs,90313,epicstuds,Comedy & Memes,Viral & Memes
32791,𝐌𝐞𝐦𝐞 𝐩𝐞𝐞𝐫,90037,thememepeer,Comedy & Memes,Viral & Memes
9121,Gijarati The Root,89278,gujju_doraemon_,Comedy & Memes,Viral & Memes
7949,Purani Dilli Walo Ki Baatein,88990,puranidilliwaley,Community Pages,City-focused Content
11527,Lifeisawesome,87690,lifelsawesome,Comedy & Memes,Viral & Memes
32746,𝙎𝘼𝙉𝙎𝙆𝘼𝙍𝙄𝘿𝙐𝙉𝙄𝘼 𝙊𝙁𝙁𝙄𝘾𝙄𝘼𝙇,87596,sanskaridunia,Comedy & Memes,Viral & Memes
32794,Divine _love,86724,divine_love__,Comedy & Memes,Viral & Memes
29467,Memes New Comedy,86644,hebaghrao,Comedy & Memes,Viral & Memes
19116,𝙐𝙇𝙏𝙍𝘼𝙇𝙀𝙂𝙀𝙉𝘿𝙈𝙀𝙈𝙀𝙎,86588,ultra_legend_memes_,Comedy & Memes,Viral & Memes
26767,Sohail Sayyed,86295,therealsohail_,Lifestyle & Living,Personal Vlogs
32455,Tamil Thug Life,85302,thuglife.tamil,Comedy & Memes,Viral & Memes
32277,Lit Memes Pune,83632,litmemespune,Comedy & Memes,Viral & Memes
32418,Vadivelumemes Backup,83249,vadivelumemes_videos,Comedy & Memes,Viral & Memes
32459,Thendral Katru Offl,82340,thendral_katru_offl,Comedy & Memes,Viral & Memes
32662,18.plussociety,82190,18.plussociety,Comedy & Memes,Viral & Memes
41413,Marathi Samrat,81903,marathisamrat_ig,Comedy & Memes,Viral & Memes
8401,Bankura Memes Shorts,81344,bankuramemes,Comedy & Memes,Viral & Memes
6335,Epic Top Comments,81245,epic_top_comments_india,Comedy & Memes,Viral & Memes
32287,Science Related Memes,80637,memes_for_science_students,Comedy & Memes,Viral & Memes
8050,Crypto Bharat Traders,80085,crypto_bharat_traders,Comedy & Memes,Viral & Memes
51639,Gangs Of Gaya,78961,gangsofgaya,Comedy & Memes,Viral & Memes
29473,Marathi Memes,78430,marathiimemes,Comedy & Memes,Viral & Memes
39069,𝘾𝙤𝙣𝙩𝙖𝙜𝙞𝙤𝙪𝙨 𝘾𝙪𝙧𝙧𝙮 𝙈𝙚𝙢𝙚𝙨,77867,contagiouscurrymemes,Comedy & Memes,Viral & Memes
32666,Shinchan Trollss,77592,shinchan.trollss,Comedy & Memes,Viral & Memes
32466,𝙈𝘼𝙎𝘼𝘼𝙇 𝙑𝘼𝘿𝘼𝙄,77287,masaalvadaimemes,Comedy & Memes,Viral & Memes
