id,name,ig_followers,ig_handle,category,subcategory
49500,Ritu Yadav,1609,_styling_with_rj,Entertainment,Singing & Music Videos
50425,The Great Indian Choir,1606,thegreatindianchoir,Entertainment,Singing & Music Videos
39428,Garima Singh,1598,087garrys,Beauty,Makeup & Cosmetics
49179,Geeta Mani,1586,geetamani97,Fashion,Style & Grooming
18777,Monika Verma,1577,vijaym2016,"Family, Kids & Pets",Family / Couple Vlogs 
49262,Puneeta Sharma,1576,punitaparashar24,,
48539,Bboy Kid Goku,1576,_kalpesh_waghela,Entertainment,Entertaining Dance Videos
48937,Nabanita Paul,1575,_effortless_elegance_,Beauty,Makeup & Cosmetics
46980,Najla,1574,najlacmc,Sports,Professional: Team Sports
34549,Sayali Rai,1551,financemhanje,Finance & Investments,Personal Finance
49369,Rajni Saini,1531,indianlifestylewithrajni,Fashion,Style & Grooming
15185,Siva Sheema,1531,sheema_makeovers,Beauty,Makeup & Cosmetics
49493,Mithra,1529,mithra_tamil_beauty_tips,Lifestyle & Living,Product Reviews / Shopping
47707,Jhankriti Jain,1529,jhankriti_kathak,Entertainment,Entertaining Dance Videos
49222,Pooja Singh,1520,pooja_singh62,,
49133,Rajni Chaudhary,1511,rajni_style_tips,Lifestyle & Living,Product Reviews / Shopping
27488,Aman & Vansh,1500,bhukkhad_bhaiyaa,Food ,Food Reviews
50421,Aliza Khan,1495,alizakhan.2412,Lifestyle & Living,Personal Vlogs
48178,Vanshika Singh,1485,vanshika12singh,Fitness,Training & Fitness
51815,Priscilla Parmar,1478,ssie_cee,Lifestyle & Living,Personal Vlogs
48832,Ruby,1469,rubys_kitchen_stories,Food ,Cooking & Recipes
49047,Remi,1464,ramya_2711,Entertainment,Singing & Music Videos
49450,Arpita Singh,1454,itsmakeovertym,Beauty,Skin-Care
49600,Antima Dubey,1454,antimadubeysamaa,Beauty,Makeup & Cosmetics
39130,Deepak,1450,__deeppppp,Fitness,Training & Fitness
48940,Vasundhara Narula,1449,dr.inthemakingg,Lifestyle & Living,Personal Vlogs
49146,Styleurlifesarishma,1448,sarishmanidheesh,Lifestyle & Living,Personal Vlogs
49175,Ramya Kannan,1444,ramyaz_world,"Family, Kids & Pets",Family / Couple Vlogs 
49092,Tulika Jagga,1439,tulikajagga,Beauty,Skin-Care
49253,Mamta Sharma Official,1434,mamtasharma1265,Entertainment,Singing & Music Videos
50239,Stuti,1434,stutibarthwal,Fashion,Style & Grooming
49126,Soumya Panigrahi,1420,s.spanigrahi,Lifestyle & Living,Personal Vlogs
49144,Deadstar,1420,rohit__khandura,Entertainment,Singing & Music Videos
49362,Gayathrigopal,1420,gayuslifestyle,Lifestyle & Living,Personal Vlogs
49476,Noopur's Corner,1412,snoopur23,Lifestyle & Living,Personal Vlogs
49431,Prity Dutta,1410,prity4576,Lifestyle & Living,Personal Vlogs
49226,Shalini Singh,1408,shalini_singh777,Lifestyle & Living,Product Reviews / Shopping
54300,Bristi Mondal,1407,bristi_mondal_official,Entertainment,Singing & Music Videos
49713,Mahak Goyal,1404,magicswithmahak,Beauty,Style & Grooming
49010,Krishi Lokam,1404,annieyujin,Lifestyle & Living,Farming / Ecology 
49561,Vaishali Patel,1398,styleruh,"Family, Kids & Pets",Family / Couple Vlogs 
53902,Basant Kumar,1395,basant____0,Lifestyle & Living,Personal Vlogs
16886,Harshita,1395,harshita_sharma17,Entertainment,Singing & Music Videos
49264,Alka Singh,1383,alka.singh.96199,Lifestyle & Living,Personal Vlogs
49421,Dikshita Agarwal,1366,dikshitaagarwalofficial,Lifestyle & Living,Personal Vlogs
51798,Prathamesh Dalvi,1361,pratham_31,Lifestyle & Living,Personal Vlogs
51877,Aryan Chauhan,1355,rynchauhan,Entertainment,Film-making & Cinematography
49599,Saptaparnee Biswas,1343,saptaparnee_biswas,,
51867,Disha Jhawar,1339,jhawar_disha,Lifestyle & Living,Personal Vlogs
51694,Rashi Dhariwal,1336,rj.rashii,Lifestyle & Living,Personal Vlogs
47249,Akanksha Mishra,1336,akanksha_mishra710,Lifestyle & Living,Personal Vlogs
49317,Anita Dhiman,1335,anitadhiman0001,Lifestyle & Living,Personal Vlogs
42995,Aaryan Luhar,1334,aaryan_luhar,Fitness,Training & Fitness
48541,Charu Agrawal,1326,charuagrawal_journalist,Lifestyle & Living,Personal Vlogs
21877,Vicky & Tejas,1323,vicky.tejas,Arts,Music & Singing
42820,Joel Crasto,1318,joelcrasto.zoel,Arts,Music & Singing
49574,Rashmi,1314,rashmidiaries,Lifestyle & Living,Personal Vlogs
49715,Debolina Shil,1301,debolina.snayak,,
48907,Ramya Ashwin,1280,nurture_babies,"Family, Kids & Pets",Kids Learning & Crafts
33320,Deepak,1280,aesthetic_deepp,Fitness,Training & Fitness
49446,Vanshika Saxena,1270,risewithvanshika,Lifestyle & Living,Product Reviews / Shopping
49440,Rameshwari Kolamker,1264,rameshwarikolamker,,
49739,Akanksha,1263,akanksha_ka_vlog,Beauty,Hair-Care & Hair-Styling
51860,Sagar Mahadev,1263,sagarmahadev_,Travel & Places,Travel & Food Photography
7332,Fawad Sufi,1263,sufifawad,Lifestyle & Living,Personal Vlogs
49438,Ankita Adhikari,1258,ankita_adhikari91,Fashion,Style & Grooming
47011,Yamini Dass,1258,dass_yamini,Arts,"Acting, Pro (TV / Series)"
49252,Swati Sharmaa,1253,crazyaboutcolors6,,
49671,Rinkita Pawar,1250,rinkitaaaa__,Lifestyle & Living,Personal Vlogs
49753,Stylish Lioness,1248,stylishlioness,Beauty,Skin-Care
5200,Sreejayaa Rajguru,1246,_sreejayaa_,,
4400,Farha,1243,_farhaaaaaaa_,,
49328,Simran Khindri,1243,that.womanmagic,Lifestyle & Living,Product Reviews / Shopping
49516,Sonjanaa Gupta,1241,iamsonjanaagupta,Beauty,Makeup & Cosmetics
48943,Nadeem Shaikh,1238,beingnadeem_s,Finance & Investments,Real-Estate / Homes
49676,Uday Vadher,1225,ifeeluday,Lifestyle & Living,Personal Vlogs
29663,Ayushi Chopra,1223,aayushichopra,,
49365,Swati Verma,1221,knickknackvlogs,"Family, Kids & Pets",Family / Couple Vlogs 
48228,Ravi Shankar Pathak,1216,myprimarysolution,Lifestyle & Living,Personal Vlogs
51835,Prateek Jain,1215,prateek_it_is,Photography / Videography,Street / People Photography
49709,R Kaur,1211,ripcy_,Food ,Food Reviews
47945,Shrija Saha,1206,saha_shrija,Lifestyle & Living,Personal Vlogs
50438,Samya Samadder,1202,samyasamadder,Entertainment,Singing & Music Videos
49685,Himanshi Vashisht,1200,iamhimanshivashisht,Beauty,Makeup & Cosmetics
22057,Akash Dhar,1198,iamakashdhar,Arts,"Acting, Pro (TV / Series)"
49695,Arya Vysakh,1196,beautyworldmalayalam,Fashion,Style & Grooming
48935,Shital Sabhaya,1171,my_raising_boys,"Family, Kids & Pets",Family / Couple Vlogs 
48941,Sukun Healing Chats,1171,reenachadhas,Lifestyle & Living,Religion & Spiritual
48985,Ritveek Grover,1166,ritveek.grover,Lifestyle & Living,Personal Vlogs
18729,Motivation,1162,motivationkhoj,"News, Media & Magazines",Feel-Good News / Stories
32137,Riya Sachdeva,1153,iamriyasachdeva,Sports,Professional: Individual Sports
49198,Momatiara,1149,karabi_majumdar,Fashion,Style & Grooming
49113,Anisha Singh,1136,me_anishasingh,Lifestyle & Living,Personal Vlogs
12938,Noman Alam,1126,noman_alam_07,,
49020,Neelam Sarda,1124,neelamsarda15,Lifestyle & Living,Personal Vlogs
48658,Tarun,1093,fitxtarun,Fitness,Training & Fitness
49443,Chaithanya Chandrika Gopisetti,1091,ccchandrika,Beauty,Makeup & Cosmetics
48873,Adv. Shobhana Nataraja,1089,shobhana_nataraja,Beauty,Skin-Care
51749,Riddhii.gajara,1087,riddhii.gajara,Lifestyle & Living,Personal Vlogs
49466,Uttam Kumar Singh,1083,techwisdom99,Tech,Gadget Reviews & Unboxing
42904,Mandeep Kaur,1079,mandeepkaur_1809,Sports,Professional: Individual Sports
49492,Falguni Srivastava,1076,falguni_sri,Lifestyle & Living,Personal Vlogs
49116,Pravallika,1073,pravallisfashion,Lifestyle & Living,Personal Vlogs
49085,Nilu Partani,1063,nilupartaani,Lifestyle & Living,Personal Vlogs
49741,Akansha,1051,thatscholargal,Beauty,Skin-Care
49043,Sonal Bajaj,1043,thatgirlsonal,"Family, Kids & Pets",Family / Couple Vlogs 
49217,Kusum Kalshan,1040,pink.browney,Lifestyle & Living,Personal Vlogs
