id,name,ig_followers,ig_handle,category,subcategory
45616,Kamalakar Lokhande,47498,voicekraft09,Comedy & Memes,Viral & Memes
38455,Rushi,47372,rushii.ae,"News, Media & Magazines",Feel-Good News / Stories
32473,196 Bgm,47343,196_bgm,Comedy & Memes,Viral & Memes
42283,Just.scrolling,47187,just__scrollingg,Community Pages,Fan-Page: Sports & Sports-Celebs
44215,In The Depths Of My Mind,46964,moner__ontorale,"News, Media & Magazines",Feel-Good News / Stories
54594,Whats Up Chennai,46875,whatsupchennai,Community Pages,City-focused Content
45036,Yadav,45157,yadav_____official,"News, Media & Magazines",Sports News & Coverage
11565,𝗠𝗢𝗧𝗜𝗩𝗔𝗧𝗜𝗢𝗡 | 𝗕𝗨𝗦𝗦𝗜𝗡𝗘𝗦𝗦 | 𝗪𝗘𝗔𝗟𝗧𝗛,45038,money.shekels,Comedy & Memes,Viral & Memes
45017,𝕄𝕒𝕟𝕤𝕚𝕟𝕘𝕙 ℂ𝕙𝕠𝕦𝕕𝕙𝕒𝕣𝕪,44832,manchoudhary96,"News, Media & Magazines",Feel-Good News / Stories
12409,Evam Standup Tamasha,43805,evamstanduptamasha,Comedy & Memes,Viral & Memes
51743,Indianpropguy,43745,indianpropguy,"News, Media & Magazines",Breaking News & Headlines
45872,Lakhwinder,43302,lakhwinder_baghe,Lifestyle & Living,Personal Vlogs
45335,Akshay Kumar 24x7,43148,akkistaan,Community Pages,Fan-Page: Movies & Movie-Celebs
10683,ᴛᴀᴍɪʟ ᴄʀᴇᴀᴛɪᴏɴ,42923,hackerz_bgm_,Community Pages,Fan-Page: Movies & Movie-Celebs
32848,What's Hot Navi Mumbai,42767,whatshotnavimumbai,Travel & Places,City-focused Content
41710,Visit Udupi Tours,41903,visitudupi,Community Pages,City-focused Content
38470,Hey..!!,41862,12ambrkn,Comedy & Memes,Viral & Memes
12411,Lifeandmoreplus,41840,lifeandmoreplus,"News, Media & Magazines",Breaking News & Headlines
46714,Rehàn,41636,rehansays21,"News, Media & Magazines",Feel-Good News / Stories
38168,Siya Edits,41418,siyaaaaedits,Comedy & Memes,Viral & Memes
43626,Vaibhav Shinde,41381,digital_vaibhav18,Comedy & Memes,Viral & Memes
41986,Palampur Chit Chat,40876,palampur_chit_chat,Community Pages,City-focused Content
44874,The Grid,40842,thegridin,Comedy & Memes,Viral & Memes
7124,Team Rv Aditya,40377,hindusher56,"News, Media & Magazines",Lifestyle & Culture
44026,Bollywood Vibes,40142,2.0_bollyvibes,Comedy & Memes,Viral & Memes
40004,Yourclicks Karnataka,39713,yourclicks_karnataka,Travel & Places,Backpacking & Biking
32290,Rahul Tomer,39209,unwind_vibes,"News, Media & Magazines",Entertainment
45757,Jecky,38751,jeckyedits,Community Pages,Gaming & Anime Community Page
12420,Nancy,38258,miss.nancy_momoland,Community Pages,Fan-Page: Movies & Movie-Celebs
7121,Harihara Baba Thakur,38161,babygogo.in,Arts,Creative Writing & Story-Telling
19013,Govind Gamer,37655,govind_gamer10,Comedy & Memes,Viral & Memes
45503,Modern Marathi,37640,modernmarathiofficial,"News, Media & Magazines",Entertainment
46264,Ayush Kashyap,37638,ayush_editz.18,Community Pages,Fan-Page: Sports & Sports-Celebs
7854,Whats Up Noidaghaziabad,37458,whatsupnoidaghaziabad,Community Pages,City-focused Content
37987,Whatsaround Bengaluru,37317,whatsaroundbengaluru,Travel & Places,Travel & Food Photography
23704,Kaffi Relatable,37121,kaffirelatable,Comedy & Memes,Viral & Memes
44219,Deepak Chouhan | Apna Mp 11 Dhar,36830,apna.mp11dhar,Community Pages,City-focused Content
7106,Agriculture World,36718,agrounder_,Lifestyle & Living,Farming / Ecology 
