id,name,ig_followers,ig_handle,category,subcategory,location
25594,Aman Chauhan,36176,talkwithfood,Travel & Places,City-focused Content,Chandigarh
25608,Karanjot Singh,35863,karanjot_singh_,Lifestyle & Living,Personal Vlogs,Chandigarh
48261,Aishwarya Sharma,35298,spicesof_life,Food ,Food Reviews,Chandigarh
3887,Ravinder Saini,35164,ajcreationz,Photography / Videography,Street / People Photography,Chandigarh
916,Nisha Tuli,35100,nisha.tuli,Lifestyle & Living,Personal Vlogs,Chandigarh
18050,Divya Azad,34001,divyaazad,Lifestyle & Living,Personal Vlogs,Chandigarh
39844,Araina Walia,33489,arainawalia3171,Lifestyle & Living,Personal Vlogs,Chandigarh
17662,Smita,33450,smita429,Lifestyle & Living,Personal Vlogs,Chandigarh
21772,Sumrit Shahi,31324,sumritshahi,Comedy & Memes,Funny Shorts,Chandigarh
3647,Anjali Khanna,31230,anjalik1108,Beauty,Skin-Care,Chandigarh
511,Yuvika,30408,yuvikasethi57,Fashion,Style & Grooming,Chandigarh
46410,Raakhi Goyal,30373,raakhigoyal86_official,Entertainment,Singing & Music Videos,Chandigarh
1939,Balljinder,29860,balljinder6,Photography / Videography,Street / People Photography,Chandigarh
25422,Shruti,28444,the_himalayan_yogini_,Fitness,Yoga,Chandigarh
6403,𝐊𝐚𝐫𝐚𝐧 𝐁𝐚𝐰𝐚,28247,ikaranbawa,Lifestyle & Living,Personal Vlogs,Chandigarh
49940,Iamfelix,27819,iamfelix.ind,Arts,Music & Singing,Chandigarh
25229,Indrani Biswas,934741,wondermunna,Comedy & Memes,Funny Shorts,Darjeeling
43382,Shrinkhal Bhushan,355303,shrinkhal22,Lifestyle & Living,Personal Vlogs,Darjeeling
13523,Shreya Tamang,140111,shreyy15,Entertainment,Singing & Music Videos,Darjeeling
33471,Anushka Thapa,116020,_anushkaa.t,Fashion,Style & Grooming,Darjeeling
33485,Shreya Subba,104646,shreya.subba_10,Entertainment,Entertaining Dance Videos,Darjeeling
42875,Ameha Gurung,83035,luvameha,Lifestyle & Living,Personal Vlogs,Darjeeling
2784,The Bong Diary,82427,thebongdiary,Entertainment,Fun-Content,Darjeeling
534,Pranisha Pradhan,75951,pranisha_zewars_pradhan,Lifestyle & Living,Personal Vlogs,Darjeeling
27712,Manhakani Pasi,47397,15_manha_,Fashion,Style & Grooming,Darjeeling
27713,Sushmita Chhetri,36849,_sushmita07_,Lifestyle & Living,Personal Vlogs,Darjeeling
33477,Willinarai,30329,ft.wills_,Lifestyle & Living,Personal Vlogs,Darjeeling
44234,Mahi,26186,phupdem07,Entertainment,Singing & Music Videos,Darjeeling
41572,Disha,14972,pinnteresthoe_,Beauty,Makeup & Cosmetics,Darjeeling
28920,Stories Of Darjeeling,11122,storiesofdarjeeling,Community Pages,City-focused Content,Darjeeling
27588,Popz Cruze,371694,popz_cruze,Tech,Gadget Reviews & Unboxing,Chennai
20010,P Ramprasath,371319,rams.review,Lifestyle & Living,Personal Vlogs,Chennai
5441,Viyaan,368134,its_viyaan_world,"Family, Kids & Pets",Family / Couple Vlogs ,Chennai
27621,Sheetal Pattnaik,365314,pattnaiksheetal,Comedy & Memes,Funny Shorts,Chennai
13917,Gowthaman Ilambarathi,363713,odysseyoftwo,"Family, Kids & Pets",Family / Couple Vlogs ,Chennai
22857,Rayane R Mithun,362762,rayanemithun,Lifestyle & Living,Personal Vlogs,Chennai
31426,Soundarya Rajinikanth,358611,soundaryaarajinikant,Arts,Film-making & Cinematography,Chennai
47037,Sridhar Sena,356465,sridharsena,Arts,Music & Singing,Chennai
22997,Sindhuja Hari,354761,sindhujahari,Entertainment,Entertaining Dance Videos,Chennai
40199,Reshma Venkatesh,349144,reshmavenkatesh01,Entertainment,Fun-Content,Chennai
22176,Sai Kishore,347757,saik_99,Sports,Professional: Team Sports,Chennai
31017,Radhe Jaggi,347401,radhejaggi,Arts,Professional Dancing,Chennai
2211,Anita Chandhoke,345762,anita_chandhoke,Lifestyle & Living,Personal Vlogs,Chennai
32205,Ashwath Marimuthu,341992,ashwath_marimuthu,Arts,Film-making & Cinematography,Chennai
16068,Nivetha Sudhagar,339998,nivesfoodflavour,Food ,Food Reviews,Chennai
27771,Tarini Kalingarayar,338962,tarini.kalingarayar,Lifestyle & Living,Personal Vlogs,Chennai
34205,Joe Daniel,338293,dannys_mania__,Fitness,Training & Fitness,Chennai
11324,Hariraman L,331132,pvs__gaming,Gaming & Anime,Live-Streaming,Chennai
10777,Farhana Suhail,331130,newtochennai,Lifestyle & Living,Personal Vlogs,Chennai
47045,Nandhini,328961,ivalnandhini,Lifestyle & Living,Personal Vlogs,Chennai
28736,Ananya Bhat,128932,ananya_bhat_official,Arts,Music & Singing,Bengaluru
11483,The Ink Bucket,128770,theinkbucket,Arts,Sketching & Painting,Bengaluru
25591,Lisa,128302,abhipsa.acharya7,Lifestyle & Living,Personal Vlogs,Bengaluru
1767,Deena Pinto,128160,skinnygirldiariez,Fashion,Style & Grooming,Bengaluru
4190,Deepak.vn,127890,deep.vn,Photography / Videography,Travel & Food Photography,Bengaluru
48750,Bharadhwaj,127569,lavanya.laav_official,Arts,"Acting, Pro (Movies)",Bengaluru
26545,Tanny Bhattacharjee,127144,fit_and_fabb,Fitness,Yoga,Bengaluru
35885,Pallavi Parida,126640,mumma_n_vivaansh,Lifestyle & Living,Personal Vlogs,Bengaluru
42897,Rohan Bopanna,126577,rohanbopanna0403,Sports,Professional: Individual Sports,Bengaluru
5427,Saranya Prabhu,126401,usandthelittleone,"Family, Kids & Pets",Kids Learning & Crafts,Bengaluru
39772,Pritsss,125880,pritsss_99,Entertainment,Singing & Music Videos,Bengaluru
28163,Aditya L,125747,bakasura.forever,Travel & Places,City-focused Content,Bengaluru
1067,Aditi Gupta,124580,sparkle_withinu,Lifestyle & Living,Personal Vlogs,Bengaluru
2873,Bulu Pattanaik,124461,bulubiker,Automotive,Bike Enthusiast,Bengaluru
41323,Hetal Modi,123974,ihetalmodi,Lifestyle & Living,Personal Vlogs,Bengaluru
8249,Praful Jain,123705,praful_creations,Arts,Sketching & Painting,Bengaluru
2946,Rachita,123532,glamgirlrachita,Beauty,Makeup & Cosmetics,Bengaluru
5409,Kusuma Avinash,123361,thatcouplewhoexplore,"Family, Kids & Pets",Family / Couple Vlogs ,Bengaluru
3714,Varsha Rohit,123341,varsha_rohit,Sports,Professional: Individual Sports,Bengaluru
4154,Roohja,123251,artistic_roohja,Arts,Sketching & Painting,Bengaluru
36360,Pratham Gurung,56405,prathamgurung_,Fashion,Style & Grooming,Darya Ganj
904,Nitika,27777,nitika_shrmaa,Entertainment,Entertaining Dance Videos,Chandigarh
1623,Ritu Chopra,27473,rituchopramakeupartist,Beauty,Skin-Care,Chandigarh
38263,Areena Kashish,26878,areena_kashish,Fashion,Style & Grooming,Chandigarh
4717,Kulvant Kaur Sodhi,26856,gugusodhi,Lifestyle & Living,Personal Vlogs,Chandigarh
38236,Navisha Punia,26462,navishapunia,Lifestyle & Living,Personal Vlogs,Chandigarh
44231,Hemant Sachdeva,26425,meranaamhemant,Entertainment,Fun-Content,Chandigarh
46529,Pranjal Yadav,26235,revsinggutsrawk,Automotive,Bike Enthusiast,Chandigarh
3492,Aashna,24936,bite.me.up,Lifestyle & Living,Personal Vlogs,Chandigarh
44787,Honey Bhangrachi,24910,officialhoneybhangrachi,Entertainment,Entertaining Dance Videos,Chandigarh
20018,Parampreet,24897,parampreet9621,Lifestyle & Living,Personal Vlogs,Chandigarh
45428,Sakshi Goyal,24877,sakshi_goyal_itsme,Lifestyle & Living,Personal Vlogs,Chandigarh
28379,𝗖𝗵𝗮𝗻𝗱𝗮𝗻,23311,chandan_chandigarh,Lifestyle & Living,Personal Vlogs,Chandigarh
45185,Deepanshi Parvesh Bhanot,23033,deepanshi_parvesh,Fashion,Style & Grooming,Chandigarh
40590,Rishi Raj Saini,22640,maskedmoto09,Automotive,Bike Enthusiast,Chandigarh
17076,Sayesha,22255,sayesha_10_,"Family, Kids & Pets",Family / Couple Vlogs ,Chandigarh
45768,Asmita Garg,22106,asmita_mittal_garg,Lifestyle & Living,Personal Vlogs,Chandigarh
4683,Saloni Tayal,22039,isalonitayal,Lifestyle & Living,Personal Vlogs,Chandigarh
23034,Aarav Doda,21651,aaravdoda,Comedy & Memes,Funny Shorts,Chandigarh
990,Sugandha,21492,sugandhaduggal,Beauty,Skin-Care,Chandigarh
19683,Anmol Sharma,20706,anmol26sharma,Lifestyle & Living,Personal Vlogs,Chandigarh
51759,Mnnu Byadwal Rjo2,9220,mnnu_byadwal_47,Entertainment,Singing & Music Videos,Dausa
20197,Adk,318614,adkofficial,Arts,Music & Singing,Chennai
1668,Raji,317838,rajisriv,Lifestyle & Living,Personal Vlogs,Chennai
39308,Padinekumar,316083,padinekumar_offl,Arts,"Acting, Pro (TV / Series)",Chennai
44397,Niyaz,315275,niyazkhan01,Comedy & Memes,Funny Shorts,Chennai
20252,Sanjana Tiwari,312389,sanjanatiwari_,Arts,"Acting, Pro (TV / Series)",Chennai
24876,Neethusreedhurga,310194,neethu___sree,Lifestyle & Living,Personal Vlogs,Chennai
42655,Vetti Payan Venkat,309890,vetti_payan_venkat,Entertainment,Fun-Content,Chennai
20181,Nandhithaa,309868,nandsskin,Beauty,Skin-Care,Chennai
10713,Surprise Machi,306218,surprise_machi,,,Chennai
42884,Naira Shah,304817,iamnairashah,Arts,"Acting, Pro (TV / Series)",Chennai
19919,𝒎𝑨𝒓𝒔𝒉𝒖𝒌𝑨 𝒔𝒉𝒊𝒇𝑨𝒏𝑨,296938,shiifuu_____,Entertainment,Fun-Content,Chennai
19931,Ganesh K,296812,ganeshkoffl,Entertainment,Fun-Content,Chennai
2455,Reena Sampson,296222,reenaz_world,Beauty,Makeup & Cosmetics,Chennai
39313,Blue Eye Photography,292185,blue_eye_studio,Photography / Videography,Wedding Photography,Chennai
1954,Srinivasan Subramaniam,290635,mahesh.subramaniam_offl,Arts,Professional Dancing,Chennai
10834,Hebayu Shra,289881,dr.heba_youshraa,Lifestyle & Living,Personal Vlogs,Chennai
24760,Nivedhithaa Sathish,285441,nivedhithaa_sathish,Arts,"Acting, Pro (TV / Series)",Chennai
27684,Gopinath Ek,285303,gopinath_chinu,Comedy & Memes,Funny Shorts,Chennai
20351,Karthik R,284458,cute_smile_official,Entertainment,Fun-Content,Chennai
42650,Harii Muniyappan,283241,hariimuniyappan,Entertainment,Fun-Content,Chennai
43276,Meghana S Shankarappa,161970,meghanasshankarappa_,Arts,"Acting, Pro (Movies)",Davangere
35193,Jeevitha Jagdeesh,123069,jeeeeevitha,Lifestyle & Living,Personal Vlogs,Bengaluru
47051,Rey Bee,122361,_rey.beee_,Lifestyle & Living,Personal Vlogs,Bengaluru
39171,Rajeyshree Chettri,122322,rcmakeovers,Beauty,Makeup & Cosmetics,Bengaluru
3502,Gourav Mahendra,122222,gouravfoodie,Food ,Food Reviews,Bengaluru
41044,Moksha Subbaiah,121867,someyanda_moksha,Lifestyle & Living,Personal Vlogs,Bengaluru
204,Shhree,121666,shreenwanti_369,Lifestyle & Living,Personal Vlogs,Bengaluru
25339,Preethi Prabhu,121347,preethiprabhudotcom,Home & Decor,Interiors,Bengaluru
43593,Monisha Gowda,120894,mon.isha_19,Fashion,Style & Grooming,Bengaluru
43028,Vrinda _nair,120192,vrinda_chikkuz_08,Entertainment,Singing & Music Videos,Bengaluru
22071,Gayathri.mohan,120169,gayu_inkb,Fashion,Style & Grooming,Bengaluru
27093,Dharwad Hudgi,119857,krutika_salimath,Lifestyle & Living,Personal Vlogs,Bengaluru
21827,Shanky Singh,118818,_the_backstory,Entertainment,Info-tainment,Bengaluru
48755,Sreya Tater,118788,sreya_tater,Lifestyle & Living,Personal Vlogs,Bengaluru
17740,Archita Shenoy,117968,stylewitharchita,Lifestyle & Living,Personal Vlogs,Bengaluru
2757,Rakhi Parsai Sonar,117932,lifethrumumseyes,Home & Decor,Interiors,Bengaluru
2627,Shilpa Singh,117666,gharaonda,Home & Decor,Interiors,Bengaluru
22182,Abhinav Sadarangani,115970,abhinavmanohar36,Sports,Professional: Team Sports,Bengaluru
11645,Nidhi D,115808,nidhi_d_gowda,Fashion,Style & Grooming,Bengaluru
46790,Nishitha Gowda,115749,gnishitha_official,Arts,"Acting, Pro (Movies)",Bengaluru
22689,Nina Jain,115277,get.glam.with.nina,Beauty,Makeup & Cosmetics,Bengaluru
47002,Colaco Liston,155614,liston_colaco,Sports,Professional: Team Sports,Davorlim
36163,Paal Dabba,280463,paaldabba.iam,Arts,Music & Singing,Chennai
41830,𝐍𝐈𝐓𝐇𝐘𝐀𝐉𝐀,277847,nithyaja_,Entertainment,Entertaining Dance Videos,Chennai
15362,Dr. Alishaa,276055,alishaabdullah,Sports,Motor Sports & Racing,Chennai
48340,Dharshna Sripal,272366,dharshna.sripal,Arts,"Acting, Pro (Movies)",Chennai
43273,Karen Vincent,269516,karen.vincent_,Entertainment,Fun-Content,Chennai
2474,Mridhula Korapati,268225,mridhula_korapati,Entertainment,Entertaining Dance Videos,Chennai
46381,Ajitha Raja,266532,mayaskitchentamil,Food ,Cooking & Recipes,Chennai
13598,Sughear Kumar,266176,_sugivijay_,Arts,"Acting, Pro (Movies)",Chennai
20248,Singer Nivas,261287,singer_nivas,Entertainment,Singing & Music Videos,Chennai
1912,Soundharya,261033,sound_eyyy_,Entertainment,Fun-Content,Chennai
25661,Poojitha Ananth,260698,foodpanda_talks,Food ,Food Reviews,Chennai
35872,Paranthaman G,256884,mrthaman_foodie,Food ,Food Reviews,Chennai
41159,Yuva,252874,rahul.ravi_,Arts,"Acting, Pro (TV / Series)",Chennai
23951,Zoha Sanofer,251192,zohasanofer,Comedy & Memes,Funny Shorts,Chennai
22109,Sahana Sarvesh,245904,sahanasarvesh,Entertainment,Entertaining Dance Videos,Chennai
40223,Preethi Sanjiv,238649,preethisanjiv,Arts,"Acting, Pro (TV / Series)",Chennai
47398,Charumathisaravanan,237607,miss_._miracle,Entertainment,Fun-Content,Chennai
33277,Malina,235656,actor_malina,Fashion,Style & Grooming,Chennai
28995,Aravindh,233034,aravindh_._._,Entertainment,Fun-Content,Chennai
23671,Sherlin Seth,232862,sherlinseth,Arts,"Acting, Pro (TV / Series)",Chennai
48657,Riva Vermaa,20396,rivavermaa,Fitness,Training & Fitness,Chandigarh
44281,Ashu,20228,ashu.arora2,Entertainment,Info-tainment,Chandigarh
19915,Jessica Kaur,20202,jessicaaakaur,Lifestyle & Living,Personal Vlogs,Chandigarh
27545,Bobby Khera,19385,ibobbykhera,Entertainment,Fun-Content,Chandigarh
45290,Atul Raghav,19204,official_raghav20,Fitness,Training & Fitness,Chandigarh
4439,Avinash Kumar,18986,avinash__malhotra,Lifestyle & Living,Personal Vlogs,Chandigarh
20511,Tanya Jagyasi,18912,t_a_n_i_e_e_,Fashion,Style & Grooming,Chandigarh
41817,Punkirat Singh,18748,officialpunkirat,Lifestyle & Living,Personal Vlogs,Chandigarh
44509,Chakshu Kotwal,18652,chakshukotwal,Entertainment,Singing & Music Videos,Chandigarh
4213,Mehar,18388,food_era_,Food ,Food Reviews,Chandigarh
31310,Charanjot Singh,18331,charanjot12,Sports,Professional: Individual Sports,Chandigarh
22632,Aaina,18252,aainnaa_,Fashion,Style & Grooming,Chandigarh
19907,Mabel Jacob,18210,mabeljacob_,Fashion,Style & Grooming,Chandigarh
19257,Harjot Kaur,17971,harjotsekhon14,Fashion,Style & Grooming,Chandigarh
40969,Aasheesh,17946,aasheeshh.k,Lifestyle & Living,Personal Vlogs,Chandigarh
18203,Ashok,17848,ashok_nhc,Arts,Professional Dancing,Chandigarh
38265,Ashi,17757,assshhhhi,Fashion,Style & Grooming,Chandigarh
40303,Nidhi Sharma,17739,the_nidhi97,Lifestyle & Living,Personal Vlogs,Chandigarh
975,Sakshi Sharma,17585,heysakshis,Lifestyle & Living,Personal Vlogs,Chandigarh
45869,Prabhjot Kaur,17483,arneja.prabh,Fashion,Style & Grooming,Chandigarh
31970,Jubin Nautiyal,11597279,jubin_nautiyal,Arts,Music & Singing,Dehradun
12220,Chetna Pande,2710815,iamchetnapande,Arts,"Acting, Pro (TV / Series)",Dehradun
9646,Vir Das,1730639,virdas,Arts,"Acting, Pro (TV / Series)",Dehradun
5612,Tripat Singh Mohali,1374093,_tripat_singh,Fitness,Training & Fitness,Dehradun
39527,Tanya Chaudhari,1099006,officialtanyachaudhari,Entertainment,Entertaining Dance Videos,Dehradun
26398,Divyaa Chauhan,783525,__divyaa_chauhan,Lifestyle & Living,Personal Vlogs,Dehradun
17167,Sonal Bharara,699209,sonali_kaintura_official,Entertainment,Singing & Music Videos,Dehradun
42221,Rachel Frank,656384,rachel_melini_,Entertainment,Fun-Content,Dehradun
2422,Shivam Sadana,655797,shivamsadanaofficial,Arts,Music & Singing,Dehradun
9753,Raksha Upadhyay,630116,dear_raksha,Lifestyle & Living,Personal Vlogs,Dehradun
11134,Garylu,574709,garylu_,Fitness,Training & Fitness,Dehradun
25046,Rohit Joshi,565810,rohitjoshi.ig,Finance & Investments,Investing,Dehradun
20022,Nancy,554515,nancykhera_95,Entertainment,Fun-Content,Dehradun
452,Tarneet Kaur,554461,iamtarneet,Food ,Cooking & Recipes,Dehradun
21698,Veebha Anand,534574,veebha_anand,Arts,"Acting, Pro (Movies)",Dehradun
48576,Sahaj Sandhu,487450,sahaj_7,Fitness,Training & Fitness,Dehradun
2426,Anushka Rawat,445680,the.food.cravers,Food ,Cooking & Recipes,Dehradun
27052,Tajas Joshi,390968,tejasjosh.i,Finance & Investments,Investing,Dehradun
50562,Doon Boys,383213,doonboys021,,,Dehradun
9734,Sakshi Joshi,346837,_sakshi_joshi_25,Lifestyle & Living,Personal Vlogs,Dehradun
48951,Srikant Kanoi,114660,srikantkanoi,Home & Decor,Interiors,Bengaluru
49329,Ananya Amar,114512,ananya.amar,Arts,"Acting, Pro (Movies)",Bengaluru
27285,Sampreetha,113847,sampreethaaaa,Health,Nutrition & Diet,Bengaluru
22083,Malvika Lilla,113667,malvika_pattenset,Fashion,Style & Grooming,Bengaluru
243,Anandita Banerjee,112924,anandita.banerjee2,Lifestyle & Living,Personal Vlogs,Bengaluru
6228,Sadhana Malani,112601,positive_flavor_,Lifestyle & Living,Personal Vlogs,Bengaluru
2197,Sharath Joy,112495,_sharathjoy,Entertainment,Fun-Content,Bengaluru
19906,Nidhi Shree,112240,nidhi_shree_,Fashion,Style & Grooming,Bengaluru
18813,Priya Surath Mahana,111839,pri_.yeah77mom,Lifestyle & Living,Personal Vlogs,Bengaluru
38359,Ruksana Azam,111127,hairbyruksana,Beauty,Makeup & Cosmetics,Bengaluru
9198,Rk Chandan,110743,iam___rk,Arts,"Acting, Pro (Movies)",Bengaluru
36089,Dr Krishna Priya R,110622,occupational_therapy_verticles,Health,Mental Wellness / Self-Care,Bengaluru
49679,Sakshi Gupta,110603,thelifeofsesh,Fashion,Style & Grooming,Bengaluru
28595,Purvi Kamaliya,110379,the.travelling.hippie,Travel & Places,City-focused Content,Bengaluru
12386,Swathi Hariharan,110363,swathihariharan,Travel & Places,City-focused Content,Bengaluru
6256,Sumita Basak,109908,sumita_basak,Fashion,Style & Grooming,Bengaluru
381,Mahita Vankayala,109018,mommy_lilbum167,"Family, Kids & Pets",Family / Couple Vlogs ,Bengaluru
26203,Nandu,108711,nandu_ofl,Lifestyle & Living,Personal Vlogs,Bengaluru
18518,Spoorthi,108678,spoorthi.gupta,Photography / Videography,Street / People Photography,Bengaluru
35070,Ipsita Sinha,108237,ipsitasinhaofficial1,Lifestyle & Living,Personal Vlogs,Bengaluru
7478,Bhuvan Bam,20558000,bhuvan.bam22,Arts,"Acting, Pro (TV / Series)",Delhi
31632,Shikhar Dhawan,19341393,shikhardofficial,Sports,Professional: Team Sports,Delhi
21727,Shivam Malik,15306532,shivammalik09,Entertainment,Feel-Good News / Stories,Delhi
30715,Badshah,14805351,badboyshah,Arts,Music & Singing,Delhi
16415,Anjali Arora,13265337,anjimaxuofficially,Arts,"Acting, Pro (TV / Series)",Delhi
43053,Sanju V Samson,10744866,imsanjusamson,Sports,Professional: Team Sports,Delhi
23384,Nikita Sharma,8510575,nikitasharma_official,Entertainment,Singing & Music Videos,Delhi
28113,Virrender Sehwag,8334241,virendersehwag,Sports,Professional: Team Sports,Delhi
12310,Nia Sharma,8176076,niasharma90,Arts,"Acting, Pro (Movies)",Delhi
28111,Shraddha Arya,5873947,sarya12,Arts,"Acting, Pro (Movies)",Delhi
43087,Deepika Singh,5108049,deepikasingh150,Arts,"Acting, Pro (Movies)",Delhi
40213,Sahil Gambhir,4910469,sahilgambhir_,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
24357,Neetu L Bisht,4659473,iam_neetubisht_,Fashion,Style & Grooming,Delhi
37392,Arvind Kharra,4573641,techmasterco,Tech,"Software & App: Tips, Hacks & Reviews",Delhi
27889,𝗣𝗥𝗔𝗦𝗛𝗔𝗡𝗧 𝗞𝗜𝗥𝗔𝗗,3921670,prashant_.kirad,Learning,Personal-Development,Delhi
39501,Tanusshka Sharma,3862972,tanusshkasharma,Entertainment,Fun-Content,Delhi
21754,Ekta Sandhir,3804042,ektainlove,Arts,Creative Writing & Story-Telling,Delhi
12083,Kunal Kapur,3778819,chefkunal,Food ,Cooking & Recipes,Delhi
5368,Ankur Warikoo,3753346,ankurwarikoo,Learning,Personal-Development,Delhi
23385,Vivek Bindra,3589970,vivek_bindra,Business & Startups,Freelancing Tips & Growth,Delhi
4773,Ravi Rathore,17437,theravi_rathore,Entertainment,Fun-Content,Chandigarh
41879,Nitesh Sahni,17307,nitesh_sahni,Fashion,Style & Grooming,Chandigarh
19712,Jyoti Sharma,17044,newagemamma,"Family, Kids & Pets",Family / Couple Vlogs ,Chandigarh
9945,Tamanna,16972,styleandstrikebytamanna,Beauty,Makeup & Cosmetics,Chandigarh
44083,Namita Satija,16959,namitasatija,Lifestyle & Living,Personal Vlogs,Chandigarh
19647,Vanshika Jatwani,16907,vanshikajatwani,Fashion,Style & Grooming,Chandigarh
4529,Heena Khokha Dang,16861,kayaheenakhokha,,,Chandigarh
4580,Isha,16707,s_isha_27,,,Chandigarh
4475,Amrit Goraya,16610,zindahunabhi,Photography / Videography,Street / People Photography,Chandigarh
16799,Backstreets Music Academy,16453,backstreets_academy,Entertainment,Singing & Music Videos,Chandigarh
5170,Umang,16445,theumangblog,Beauty,Skin-Care,Chandigarh
30531,Aksshit Wadhwa,16426,aksshitwadhwa,Lifestyle & Living,Personal Vlogs,Chandigarh
4772,Prabhjot Kaur,16091,prabh_parwana,Lifestyle & Living,Personal Vlogs,Chandigarh
4575,Aditya Arora,16007,riwaayatt,Fashion,Style & Grooming,Chandigarh
46804,Prajakta K,15648,butterfly.praju,Entertainment,Singing & Music Videos,Chandigarh
19500,Supriya Kumari,15625,suppuu__,Lifestyle & Living,Product Reviews / Shopping,Chandigarh
45450,Saras Pandey,15540,pandeygkibeti,Lifestyle & Living,Personal Vlogs,Chandigarh
28729,Aashit Kumar,15503,fauji_from_haryana,Lifestyle & Living,Personal Vlogs,Chandigarh
29901,Abhimanyu Jhingan,15236,abhimanyujhingan,Lifestyle & Living,Personal Vlogs,Chandigarh
19599,Eesha Minocha,15210,minocha_eesha,Lifestyle & Living,Personal Vlogs,Chandigarh
5449,Ajaay M V,231893,mr_ajaaydcruze_,Entertainment,Fun-Content,Chennai
20277,Teja Venkatesh,227884,tejavenkateshoffl,Fashion,Style & Grooming,Chennai
5337,Robin Singh,227877,robin_singh_23,Fitness,Training & Fitness,Chennai
3712,Tamil Influencer Couple,227857,gowtisowbi,"Family, Kids & Pets",Family / Couple Vlogs ,Chennai
38966,Vaishali & Priya,226667,vaishali.arun_priya.aravind,Entertainment,Fun-Content,Chennai
14255,Pragathi Joy,226443,praginsta,Comedy & Memes,Funny Shorts,Chennai
48376,Kalaiyarasan,222947,kalaiyarasananbu,Arts,"Acting, Pro (TV / Series)",Chennai
39943,Priyaprince_official,222532,priyaprince1111,Entertainment,Fun-Content,Chennai
40210,Aishwarya Murali,220634,aishwarya_murali__,Fashion,Style & Grooming,Chennai
43010,Dayena Erappa,220081,dayanaerappa,Fashion,Style & Grooming,Chennai
20165,Kalesh Ramanand,219273,kaleshramanand,Arts,"Acting, Pro (TV / Series)",Chennai
19866,Soundarya,215858,soundaryayaso,Fashion,Style & Grooming,Chennai
31606,Yogeshwaram,214666,iam_yogeshwaram,Entertainment,Fun-Content,Chennai
15477,Subhalaxmi Parida,211244,thecheekydna,Entertainment,Fun-Content,Chennai
2582,Ramesh Thilak,211000,rameshthilak,Arts,"Acting, Pro (TV / Series)",Chennai
23461,Amit Bhargav,210634,realamitbhargav,Arts,"Acting, Pro (TV / Series)",Chennai
41162,Amrita Mona,209091,mona_0_3,Entertainment,Fun-Content,Chennai
45824,Aiswarya,208379,flavours_of_wok_,Food ,Cooking & Recipes,Chennai
1611,Shruthi Narayanan,207271,iamshruthinarayanan,Entertainment,Fun-Content,Chennai
21022,Jaga,207194,jagabar_jakirathai,Comedy & Memes,Funny Shorts,Chennai
41995,Deepak Ranakoti,341747,drk_talks,Tech,"Software & App: Tips, Hacks & Reviews",Dehradun
31385,Kriti Singh,306794,krituusingh,Entertainment,Singing & Music Videos,Dehradun
44961,Rider Noni,304653,rider.noni,Automotive,Bike Enthusiast,Dehradun
26119,Aditya Rawat,295633,adityarawat01,Comedy & Memes,Funny Shorts,Dehradun
3845,Vanshaj Singh,252504,iamvanshajsingh,,,Dehradun
27168,Vidhi Singh,231772,__vidhi__singh___,Fitness,Training & Fitness,Dehradun
6235,Himadri,222874,himadri19,Lifestyle & Living,Personal Vlogs,Dehradun
29846,Vipul Sharma,220764,vipulsharma_official,Lifestyle & Living,Personal Vlogs,Dehradun
20217,Sondarya S Arora,212106,sondaryaaaa,Beauty,Makeup & Cosmetics,Dehradun
20171,Karishma K Kakroo,196871,_thenofuzzmom,"Family, Kids & Pets",Family / Couple Vlogs ,Dehradun
48432,Podcast Shorts,195226,podcastshots8,Lifestyle & Living,Religion & Spiritual,Dehradun
33926,Smriti Nautiyal,194510,bibliophile_halfblood,Arts,Creative Writing & Story-Telling,Dehradun
48581,Abhishek,182705,abhishekxverma,Fitness,Training & Fitness,Dehradun
32175,Anirudh Thapa,170672,thapa.42,Sports,Professional: Team Sports,Dehradun
48418,Astrologythinks,167787,astrologythinks,Lifestyle & Living,Religion & Spiritual,Dehradun
28958,Jeet Raidutt,166063,actorjeetraidutt,Arts,"Acting, Pro (TV / Series)",Dehradun
51663,Vivek Chandra,149025,vikkytech26,Tech,"Software & App: Tips, Hacks & Reviews",Dehradun
38925,Saquiba Nuzhat,145899,saqqukirasoi,Food ,Cooking & Recipes,Dehradun
25333,Jagriti Bhatia,145754,wanderphile_77,Travel & Places,Backpacking & Biking,Dehradun
13497,Sakshi Joshi,145521,sakshii.joshi,,,Dehradun
40140,Tejaswini__anandkumar,108069,tejaswini__anandkumar25,Fashion,Style & Grooming,Bengaluru
9647,Shreya Harish,107986,theclassychique,Fashion,Style & Grooming,Bengaluru
20398,Shrisha L,107849,myplatestoryy,Food ,Food Reviews,Bengaluru
54498,Soumali Adhikary,107240,soumaliadhikary,Fashion,Style & Grooming,Bengaluru
3067,Priti Rao,106089,prilovesha,Lifestyle & Living,Product Reviews / Shopping,Bengaluru
43660,Mc Bijjuu,105871,mcbijjuu,Arts,Music & Singing,Bengaluru
48254,Afsha Galar,105670,afsha.galar,Fashion,Style & Grooming,Bengaluru
40124,Antara Mishra,105188,antara_mishra,Lifestyle & Living,Personal Vlogs,Bengaluru
10021,Naved Qureshi,105141,navedqureshi,Lifestyle & Living,Personal Vlogs,Bengaluru
