id,name,ig_followers,ig_handle,category,subcategory,location
50055,Srujana Raj,28173,srujanaraj_,Arts,"Acting, Pro (TV / Series)",Hyderabad
221,Tinchakra,27786,tintinchakra,Lifestyle & Living,Product Reviews / Shopping,Hyderabad
4965,Vidhi Singhi,27645,kitchn__tales,Food ,Cooking & Recipes,Hyderabad
25129,Unishamirza,27138,makeupbyunishamirza,Beauty,Makeup & Cosmetics,Hyderabad
18816,Shubhra & Ayanshi,26938,shubhra114,"Family, Kids & Pets",Family / Couple Vlogs ,Hyderabad
19872,Manju Latha Kalanidhi,26759,manjukalanidhi,Lifestyle & Living,Personal Vlogs,Hyderabad
19107,Charan Smart,26545,charan__beats___,Community Pages,Art & Artist Community Page,Hyderabad
39141,Jayesh Pawar,12771,jp_on_2wheels,Automotive,Bike Enthusiast,Kalva
41816,Arshan Ahmed,122197,arshanahmed,Entertainment,Feel-Good News / Stories,Delhi
25705,Sara Malhotra,122051,malhotra_sara,Lifestyle & Living,Personal Vlogs,Delhi
181,Anali Gupta,121967,analligupta,Travel & Places,Backpacking & Biking,Delhi
36955,Shivamm Raghav,121882,shivammraghav,Automotive,Bike Enthusiast,Delhi
3297,Shruti Sharma,121785,shrutiilecious,Lifestyle & Living,Product Reviews / Shopping,Delhi
20133,Arpita Kathuria,121578,arpitakahuja,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
2538,Nidhi Mohan Kamal,121300,nidhimohankamal,Health,"Body, Body-care & Vitality",Delhi
49763,Anik Ghosh,121281,ifbb_pro_anik,Fitness,Training & Fitness,Delhi
2953,Himani Parashar,121226,himaniparashar,Entertainment,Fun-Content,Delhi
33772,Athira Murali,120915,athiramurali_official,Automotive,Car Enthusiast,Delhi
24801,Ruchita Batra,120851,ruchitabatra_nutritionist,Health,Nutrition & Diet,Delhi
4797,Namrata Kalia,120753,namrata_momzandmore,Lifestyle & Living,Personal Vlogs,Delhi
2690,Shivani Girdhar,120748,shivanigirdhar,Lifestyle & Living,Personal Vlogs,Delhi
20269,Ridhi Vashisht,120637,theperfecttblend,Lifestyle & Living,Personal Vlogs,Delhi
3832,Deeksha Gupta,120476,itsdeekshag,Fashion,Style & Grooming,Delhi
48279,Marketingmasalaa,120400,marketingmasalaa,"News, Media & Magazines",Business & Finance,Delhi
12173,Charlie Bahl,120358,charliebahl2,Fashion,Style & Grooming,Delhi
45817,Suraj Kumar,120342,art_suraj,Arts,Doodling & Animation,Delhi
26355,Diksha Singhi,120287,alwaysalittleextra,Fashion,Style & Grooming,Delhi
3479,Karan Yendrembam,120189,karan_yendrembam,Entertainment,Fun-Content,Delhi
5230,Aditi Carapurcar,10134,the.goan.girl,Travel & Places,City-focused Content,Jaipur
20467,Nancy Gupta,10108,lifebegainwith_,Lifestyle & Living,Personal Vlogs,Jaipur
5219,Aarti Gupta,10045,fitnessgola,Beauty,Makeup & Cosmetics,Jaipur
17262,Shivaya Singh,10017,shivaya_singh16,Lifestyle & Living,Personal Vlogs,Jaipur
1965,Fardeen Khan,9975,sarcastic_launda_1502,Comedy & Memes,Viral & Memes,Jaipur
46252,Abhi Gaur,9847,abhi_gaur_07,Lifestyle & Living,Personal Vlogs,Jaipur
50225,Pihu Choudhary,8307,itz_pihu220,Fashion,Style & Grooming,Jaipur
39715,Akriti Roongta Mittal,8133,akritiroongta,Fashion,Style & Grooming,Jaipur
51888,Aryan Mittal,7161,heyy.aryann,Lifestyle & Living,Personal Vlogs,Jaipur
50213,Khushi Vijayvargiya,6614,khushi_vijay01,Fashion,Style & Grooming,Jaipur
38800,Nuupur Sayys,6396,nuupursayys,Beauty,Makeup & Cosmetics,Jaipur
49318,Nisha Khera,6055,nisha_khera_official,Entertainment,Singing & Music Videos,Jaipur
49291,Neetu Shekhawat,5816,neetu_shekhawat14,Beauty,Makeup & Cosmetics,Jaipur
50224,Parul Saxena,5438,parul_saxena02,Lifestyle & Living,Personal Vlogs,Jaipur
1453,Kali Vithlani,5073,kali_vithlani,Beauty,Skin-Care,Jaipur
48696,Tushar Singh Rana,5042,tusharfitflow,Fitness,Training & Fitness,Jaipur
51853,Rich York,4597,richyorkk,Comedy & Memes,Viral & Memes,Jaipur
49106,Disha Lalwani,4471,dishalalwaniofficial,Lifestyle & Living,Personal Vlogs,Jaipur
50240,Suhani Khunteta,4281,suhanii_k,Entertainment,Singing & Music Videos,Jaipur
49527,Manu Singh,2024,beautikaa.artistry,Beauty,Makeup & Cosmetics,Jaipur
38214,Komal Deshmukh,215301,crazy_komal53,"Family, Kids & Pets",Family / Couple Vlogs ,Kalyan
45478,Namrata Pradhan,117097,iamnamratapradhan,Arts,"Acting, Pro (Movies)",Kalyan
48623,Haryansh Thakur,107773,thakurharyansh,Fitness,Training & Fitness,Kalyan
44265,Crown J,63930,crownjmusic,Arts,Music & Singing,Kalyan
51634,Prachi Vaidya,16909,_thedonutgurl,Food ,Food Reviews,Kalyan
39046,Ravi Teja Anaparthi,26496,ravitejaanaparthi_offl,Lifestyle & Living,Personal Vlogs,Hyderabad
20967,Neha Shukla,26378,neha_shuklaa25,Fitness,Training & Fitness,Hyderabad
41229,Aravind Nayak,26113,aravind_motovlog,Travel & Places,Backpacking & Biking,Hyderabad
1692,Anita Srivastava,25219,anitadreamk,Lifestyle & Living,Personal Vlogs,Hyderabad
41490,Sushma,25042,sai_.sushma,Lifestyle & Living,Personal Vlogs,Hyderabad
9496,Rider Josh,25007,royalriderjosh,Lifestyle & Living,Personal Vlogs,Hyderabad
4722,Nikita Chaturvedi,24208,nikitachaturvedi10,Lifestyle & Living,Personal Vlogs,Hyderabad
4596,Rohesh Nayak,23847,rohesh_n,Fitness,Training & Fitness,Hyderabad
19069,Manoj Manu,23371,manoj.2003_,Lifestyle & Living,Personal Vlogs,Hyderabad
5191,Kavya Chowdary Medarametla,23308,kavya__chowdary_,Lifestyle & Living,Personal Vlogs,Hyderabad
46080,Shoban Chittuprolu,23037,shoban1196,Lifestyle & Living,Personal Vlogs,Hyderabad
531,Avula Himabindu Yadav,22981,himabindu_avula__,Lifestyle & Living,Personal Vlogs,Hyderabad
28874,Nina Puri,22658,ninapuri_architect,Home & Decor,Architecture & Construction,Hyderabad
42110,Vadaga.sree,22552,food_funda_hyd,Food ,Cooking & Recipes,Hyderabad
2156,Susmitha Rayaprolu,22394,theincrediblegirl,Entertainment,Fun-Content,Hyderabad
46369,"Chandu’s Wow Dance, Zumba & Fitness Studio",22302,chanduswowdance,Arts,Professional Dancing,Hyderabad
18052,Romana S,22300,romstylist,Lifestyle & Living,Personal Vlogs,Hyderabad
41553,Leena Sharon,22271,_leena_sharon,Fashion,Style & Grooming,Hyderabad
7262,Amrutha Naiduu,22140,amrutha_naiduu__,Fashion,Style & Grooming,Hyderabad
44051,Kritika Sharma,21767,classapart09,Lifestyle & Living,Personal Vlogs,Hyderabad
49843,Liza Mondal,425602,lizamondal89,Lifestyle & Living,Feel-Good News / Stories,Kalyani
42955,Poulomi Chakraborty,43855,tupu_beauty,Beauty,Makeup & Cosmetics,Kalyani
25068,Priya Sharma,120186,priya__1602,Lifestyle & Living,Personal Vlogs,Delhi
3829,Vaishnavi Jha,120154,delhiicious,Food ,Cooking & Recipes,Delhi
2686,Vedant Kaushik,119621,vedant.rusty,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
3028,Komal Chawla,119549,komalchawlaofficial,Lifestyle & Living,Personal Vlogs,Delhi
26654,Tattoographer,119529,tattoographer,Beauty,Makeup & Cosmetics,Delhi
39791,Markaroni,119525,markaroni16,Sports,Sports News & Coverage,Delhi
17619,Akku,119234,akku_.xx,Entertainment,Fun-Content,Delhi
3720,Parth Vandana,118853,foodiecouple_parvan,Food ,Food Reviews,Delhi
24818,Chavi Jainn,118804,chavi.jainn,Entertainment,Entertaining Dance Videos,Delhi
16140,Aanya,118408,life0faanya,Entertainment,Singing & Music Videos,Delhi
42117,Teeya Chawla,118019,teeyachawla,Fashion,Style & Grooming,Delhi
27549,Naman Girdhar,117930,namanfit,Fitness,Training & Fitness,Delhi
16497,Tejeshwar Sandhoo,117883,blueberryblackout,Fashion,Style & Grooming,Delhi
35144,Jaidev Singh Saluja,117125,j.d_singh_thaat_sinngs,Lifestyle & Living,Personal Vlogs,Delhi
21818,Toshar Thakral,117023,tosharthakral,Entertainment,Fun-Content,Delhi
4371,Mobigyaan,116865,mobigyaan,Tech,"Software & App: Tips, Hacks & Reviews",Delhi
1024,Shikha Kumari,116850,shikha_kri,Travel & Places,City-focused Content,Delhi
48263,Nikhil Sharma,116842,nikhilsharmaa._,Fitness,Training & Fitness,Delhi
51881,Malvika Sehgaalkaura,116566,malvikasehgaalkaura,Travel & Places,Travel & Food Photography,Delhi
48668,Abhishek Banerjee,116558,weightlosswidabhishek,Fitness,Training & Fitness,Delhi
49059,Asha Mudai Rajpal,1797,ashas_corner_yt,Lifestyle & Living,Product Reviews / Shopping,Jaipur
47707,Jhankriti Jain,1529,jhankriti_kathak,Entertainment,Entertaining Dance Videos,Jaipur
50239,Stuti,1434,stutibarthwal,Fashion,Style & Grooming,Jaipur
49713,Mahak Goyal,1404,magicswithmahak,Beauty,Style & Grooming,Jaipur
49085,Nilu Partani,1063,nilupartaani,Lifestyle & Living,Personal Vlogs,Jaipur
49557,Deeksha Sharma,965,deeksha.rsharma,Fashion,Style & Grooming,Jaipur
49240,Vishakha Vashistha,585,vishakhavashistha,,,Jaipur
54497,Sohini Ganguly,165578,sohini_the_dream_girl,Lifestyle & Living,Personal Vlogs,Kanchrapara
42519,Shråwåñ Kumar,21432,shrawan_official_2m,Entertainment,Fun-Content,Hyderabad
50483,Prakruthi,21399,prakruthikambam,Arts,Professional Dancing,Hyderabad
18723,Geetika Chadha,21388,geetikachadhaofficial,Lifestyle & Living,Personal Vlogs,Hyderabad
19895,Pooja S,21321,pooja_sigtia,Lifestyle & Living,Personal Vlogs,Hyderabad
18575,Allarsh,21304,allarshofficial,Home & Decor,Interiors,Hyderabad
50108,Priyanka Varma,20914,priya_varma2027,Entertainment,Entertaining Dance Videos,Hyderabad
19927,Tushtita Deka,20805,rimideka29,Lifestyle & Living,Personal Vlogs,Hyderabad
36551,Praveen Singh,20740,real4raw,Fitness,Training & Fitness,Hyderabad
44643,Maneesha,20733,minnu_starboy,"Family, Kids & Pets",Parenting Tips / Pregnancy,Hyderabad
25630,Jyoshna,20564,jyoshna_jyo__,Lifestyle & Living,Personal Vlogs,Hyderabad
38837,Simran Jangid,20552,simranz.verse,Lifestyle & Living,Personal Vlogs,Hyderabad
32128,Esha Singh,20405,_.esha_singh._,Sports,Professional: Individual Sports,Hyderabad
39477,Raseeka Arul Kumar,20359,the.styleseeker,Fashion,Style & Grooming,Hyderabad
50052,Sindhuja Raparthi,19894,sindhuraparthi,Entertainment,Singing & Music Videos,Hyderabad
4587,Shankar Ram Chugani,19858,halfacomic,Comedy & Memes,Standup Performer,Hyderabad
50310,𝐀𝐧𝐜𝐡𝐚𝐥,19848,anchal_bala,Entertainment,Singing & Music Videos,Hyderabad
49472,Mamatha Yadav,19694,mamatha_nikhilesh,Lifestyle & Living,Personal Vlogs,Hyderabad
4115,Disha Arora,19007,live.eat.carpediem,Food ,Cooking & Recipes,Hyderabad
44111,Abdullah,18828,thefoodiehyderabadi,Travel & Places,City-focused Content,Hyderabad
21265,Jkm Photography,18759,jkmphotography_,Photography / Videography,Wedding Photography,Hyderabad
39458,𝑹𝒖𝒔𝒕𝒂𝒎 𝑹𝒂𝒋𝒑𝒖𝒕,751594,therustam108,Comedy & Memes,Funny Shorts,Kannauj
46859,Mayank Rajput,32367,kannauj.wale_,Travel & Places,City-focused Content,Kannauj
44798,Narosha,32164,_narosha_,Food ,Food Reviews,Kanniyakumari
49627,Shiazlife,1710,shiazlife,Food ,Cooking & Recipes,Kanniyakumari
17144,Divyavats,116508,divyaavatss,Lifestyle & Living,Personal Vlogs,Delhi
29184,Aaquib Wani,116262,aaquibw,Tech,UI / UX Design: Tips & Hacks,Delhi
3805,Akanksha Upneja,116175,akanksha.upneja,,,Delhi
34817,Harsh Kumar,115937,harshdok,Learning,Personal-Development,Delhi
48720,Vaishali,115775,mynutritionpalette,Health,Nutrition & Diet,Delhi
46608,Rj Satyam,115711,autodaily_satyam,Automotive,Car Enthusiast,Delhi
2844,Rashmi Singhal,115705,rashmisinghal18,Lifestyle & Living,Personal Vlogs,Delhi
40892,Vridhhi Jain,114701,vridhijainofficial,Fashion,Style & Grooming,Delhi
2616,Anmol Wadhwani Sood,114694,anmolwadhwaniofficial,Beauty,Style & Grooming,Delhi
24215,Dishank Arora,114647,dishankarora9,Arts,"Acting, Pro (Movies)",Delhi
4362,Shubhi Jindal,114626,delhi.foodgasm,,,Delhi
49981,Swaastika,114556,swaastika,Entertainment,Fun-Content,Delhi
11350,Rahul Dixit,114492,rahul_dixit007,Fashion,Style & Grooming,Delhi
4988,Likhari,114469,likhari__,Community Pages,Art & Artist Community Page,Delhi
24992,Neha Bhatt Bhagat,114371,nehabhattbhagat,Lifestyle & Living,Personal Vlogs,Delhi
4560,Ana Khatiwara,114344,plantsinmybowl,Food ,Cooking & Recipes,Delhi
13170,Tarun Singh,113925,tarunsingh.29,Lifestyle & Living,Personal Vlogs,Delhi
29021,Mehfooz Khan,113639,mehfoozkhanofficial,Lifestyle & Living,Personal Vlogs,Delhi
21552,Hritik Sharma,113569,delectable__crunch,Food ,Food Reviews,Delhi
5482,Tanisha Goyal,113391,tanisha0728,Lifestyle & Living,Product Reviews / Shopping,Delhi
31522,Malavika Mohanan,4342051,malavikamohanan_,Arts,"Acting, Pro (TV / Series)",Kannur
46961,She,1942357,anaswara.rajan,Arts,"Acting, Pro (TV / Series)",Kannur
59,Meeth _meri,1110148,meeth_miri,Comedy & Memes,Funny Shorts,Kannur
40037,Ebin Varghese,751781,e_bull_jet,Automotive,All Other Motoring,Kannur
10986,Shanid Ap,307787,chef_shan__,Food ,Food Reviews,Kannur
7987,Shabeer Dbz,227775,shabeer_dbz,Lifestyle & Living,Personal Vlogs,Kannur
3048,Arya,91209,_my_kitchen_delight,Food ,Cooking & Recipes,Kannur
48781,Aparna Umesh,83404,aparnaaumesh,Automotive,Car Enthusiast,Kannur
49203,Rajina Arjun,60590,rajinas_world,Entertainment,Singing & Music Videos,Kannur
46846,Muhammed Shibil,54624,dig.in.food,Food ,Cooking & Recipes,Kannur
38730,Kannur,29118,kannurkitchen,Food ,Cooking & Recipes,Kannur
40181,Swati Muralidhar,25440,swatipmuralidhar,Food ,Cooking & Recipes,Kannur
42945,Fathimath Hanaan,24316,hanaan_farz,Beauty,Makeup & Cosmetics,Kannur
19415,Shahir,23440,shiyonasana,Lifestyle & Living,Product Reviews / Shopping,Kannur
49178,Princy Mathewt,945,livesimplewithprincy,Fashion,Style & Grooming,Kannur
43869,Krishnadev P Melevila,18747,krishnadev_p_melevila,Tech,"Software & App: Tips, Hacks & Reviews",Hyderabad
18555,Yashika,18708,yashika_p98,Beauty,Skin-Care,Hyderabad
45984,Divya Dekate,18508,divyadekate_,Arts,"Acting, Pro (TV / Series)",Hyderabad
26615,Vikas Tandekar,18346,vi_vikass,Travel & Places,Travel & Food Photography,Hyderabad
46565,Jyoti Sukumar,18338,anchorjyotisukumar,Entertainment,Info-tainment,Hyderabad
44725,Deepika Rathi & Ved Rathi,18281,mommyandved,"Family, Kids & Pets",Family / Couple Vlogs ,Hyderabad
41536,Manasa Penumudi,18075,__manasapenumudi,Lifestyle & Living,Personal Vlogs,Hyderabad
1073,Sruthi Kurapati,18053,withlovekushu,Fashion,Style & Grooming,Hyderabad
40392,Sandhya Anurag,18022,sandhyaanuragk,Beauty,Skin-Care,Hyderabad
4318,Sandhya Reddy,17481,sandyareddyofficial,Lifestyle & Living,Personal Vlogs,Hyderabad
45072,Manogna,17319,manogna.srinivas_,Beauty,Skin-Care,Hyderabad
25872,Abdullah,17020,darling_abdullah,Lifestyle & Living,Personal Vlogs,Hyderabad
16921,Sahiti Kollareddy,16977,sahitikollareddy,Food ,Cooking & Recipes,Hyderabad
42865,Soni Srivastava,16936,sonisrivastava_official,Arts,"Acting, Pro (TV / Series)",Hyderabad
13031,Nikitha Gandhi,16715,beingnikithagandhi,Lifestyle & Living,Personal Vlogs,Hyderabad
23047,Megha,16614,the_mayra_kitchen,Food ,Cooking & Recipes,Hyderabad
43560,Swetha Ar,16585,swethaadiraju_,Lifestyle & Living,Personal Vlogs,Hyderabad
43766,Arpan Thakur,16313,arpanthakur_official,Entertainment,Singing & Music Videos,Hyderabad
46344,Shani Salmon,16309,actorshaani,Arts,"Acting, Pro (TV / Series)",Hyderabad
20930,Forks_nspoons,16306,forks_nspoons,Food ,Food Reviews,Hyderabad
46531,Bhavika Sanadhya,1236511,askbhavi,Fitness,Training & Fitness,Kanor
22201,Kuldeep Yadav,4483783,kuldeep_18,Sports,Professional: Team Sports,Kanpur
5365,Gaurav Taneja,3548957,taneja.gaurav,Lifestyle & Living,Personal Vlogs,Kanpur
21803,Kapil Kanpuriya,757289,kapilkanpuriya,Comedy & Memes,Funny Shorts,Kanpur
21807,Vishal Singh,643283,v__s__parmar,Comedy & Memes,Funny Shorts,Kanpur
40211,Mysha,526461,mysha_beauty_queen,Beauty,Skin-Care,Kanpur
21669,Ankita Shrivastav,516548,filmychokri,Comedy & Memes,Standup Performer,Kanpur
12655,Khalid Pathan,493571,khalid_pathan00,Entertainment,Singing & Music Videos,Kanpur
2458,Yashashvi Singh,424509,geekydev.in,Learning,"Programming, Coding & AI",Kanpur
41509,Anurag Shukla,370427,i_anurag_shukla,Entertainment,Entertaining Dance Videos,Kanpur
44611,Anjali Mishra,297230,anzllyy,Fitness,Training & Fitness,Kanpur
26907,Nupur,293157,my_kitchenn_diaries,Food ,Cooking & Recipes,Kanpur
20137,Mohd Shams Khan,257106,_mohd_shams_khan_,Fashion,Style & Grooming,Kanpur
16079,Arun Choudhary,220924,hikerarun,Travel & Places,City-focused Content,Kanpur
39978,Subscribe Karo,219083,karosubscribe,Comedy & Memes,Funny Shorts,Kanpur
32902,𝙎𝙃𝙄𝙏𝘼𝙉𝙎𝙃𝙐 𝙎𝘼𝙂𝘼𝙍,157221,the.unseen.kanpur,Community Pages,City-focused Content,Kanpur
21830,Nirbhay,155068,iamnirbhay_16_,Comedy & Memes,Funny Shorts,Kanpur
35297,Kanpur Couple,153603,kanpurcouple,Community Pages,City-focused Content,Kanpur
40791,Ayushi Mishra,148945,aayushiii090,Beauty,Makeup & Cosmetics,Kanpur
11961,Anamika Mishra,143768,anamikawrites,Travel & Places,Travel & Food Photography,Kanpur
47476,Param Singh,137178,singhparam88,Entertainment,Singing & Music Videos,Kanpur
38940,Simar Bawa Vlogs,25778,simar_bawa_vlog,Lifestyle & Living,Personal Vlogs,Kapurthala
48996,Saurabh Kumar,113359,riseupwithraj,Lifestyle & Living,Personal Vlogs,Delhi
43040,Sheeba Chadha,113257,sheeba.chadha,Arts,"Acting, Pro (TV / Series)",Delhi
48650,Ashish Mehta,113102,mehtaashish30,Sports,Professional: Individual Sports,Delhi
44186,Divyanshi Jaiswal,112992,divyanshiiijaiswal,Entertainment,Fun-Content,Delhi
3834,Nidhi Arora,112873,nidhsarora,Lifestyle & Living,Personal Vlogs,Delhi
29231,2 Sloggers,112865,2sloggers,Sports,Sports News & Coverage,Delhi
43736,Indian Court,112760,indiancourt,"News, Media & Magazines",Political News & Analysis,Delhi
34525,Farah,112654,farahsh_2905,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
13681,Tanya Narang,112600,lilboxoffashion,Lifestyle & Living,Personal Vlogs,Delhi
10004,Aakash Rajput,112591,muscle_shark_akash,Fitness,Training & Fitness,Delhi
41242,Lakshay,112557,lakshaytalreja,Food ,Food Reviews,Delhi
43432,Sonam Negi,112555,sonamnegi,Fashion,Style & Grooming,Delhi
21400,Himanshu Illusionizer Shekhar,112377,hee_man_shoo_777,,,Delhi
25208,Ar,112285,stylingwithar,Home & Decor,Interiors,Delhi
20102,Shiwani Diwan,112039,_.shiwaniii,Fashion,Style & Grooming,Delhi
1893,Sweety Rajput,112036,i_sweetyrajput,Beauty,Skin-Care,Delhi
45176,Mrinal Marwaha,111793,mrinalmarwaha,Food ,Cooking & Recipes,Delhi
38330,Darshangi Mehra,111786,darsh8ngiiiii,Lifestyle & Living,Personal Vlogs,Delhi
20183,Simran Gagneja,111781,arising.punjaban,Lifestyle & Living,Personal Vlogs,Delhi
2799,Prerna Wahi,111745,wahiprerna,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
2666,Mithra Kasthurirangan,105976,mithra_kasthurirangan,Travel & Places,Travel & Food Photography,Karaikudi
43867,Hayavadan Rao,16174,thedeccanfoodie,Travel & Places,City-focused Content,Hyderabad
39756,Sunidhi,16014,loveinscrubz_,Entertainment,Entertaining Dance Videos,Hyderabad
42032,Nicky Styles,15888,nicky_longhair_styles,Beauty,Hair-Care & Hair-Styling,Hyderabad
49672,Oasis Fertility,15829,oasis.fertility,Health,Women Wellness / Pregnancy,Hyderabad
39441,Chethan Aradhya,15818,chethan_master__,Entertainment,Entertaining Dance Videos,Hyderabad
4613,Priyanka Boppana,15620,lipstickcoffeehustle,Lifestyle & Living,Personal Vlogs,Hyderabad
26067,Farha Ambreen,15567,fariambycooks,Food ,Cooking & Recipes,Hyderabad
46041,Aishwarya & Venkat,15405,lovehustlefreedom,"Family, Kids & Pets",Family / Couple Vlogs ,Hyderabad
46841,Thechillpixelco,15140,thechillpixelco,Photography / Videography,Wedding Photography,Hyderabad
4653,Harjeet Kaur,14915,wordsmithkaur,Lifestyle & Living,Personal Vlogs,Hyderabad
21473,Khana Khazana,14764,khana123khazana,Food ,Cooking & Recipes,Hyderabad
1209,Shruthi Kulkarni,14736,imshruthikulkarni,Fashion,Style & Grooming,Hyderabad
21020,Zaina Ahmed Raj,14716,zainasgram,Food ,Food Reviews,Hyderabad
44156,Monika Valavala,14707,monikavalavala,Beauty,Skin-Care,Hyderabad
49619,Mounika Reddy,14634,mounikasanju_,Lifestyle & Living,Personal Vlogs,Hyderabad
47019,Aravelly Avanish Rao,14630,_avanishrao_,Sports,Professional: Team Sports,Hyderabad
46518,Sreyaaaa,14599,sreyakalyanii,Entertainment,Entertaining Dance Videos,Hyderabad
20108,Sai Prasannaa Kondra,14518,s_presooo,Lifestyle & Living,Personal Vlogs,Hyderabad
44319,Sanjay Akella,14511,capt.sanjayakella,Lifestyle & Living,Personal Vlogs,Hyderabad
25807,Aditi Ramesh,14477,aditi_ramesh,Arts,Music & Singing,Hyderabad
38242,Sarthak Gupta,135061,harshitt_xoxo,Entertainment,Fun-Content,Kanpur
47636,Prateek Singh,132902,kanpur_love_hai_hamara__,Travel & Places,City-focused Content,Kanpur
2613,Ankita Sahu,110454,anku_0028,Lifestyle & Living,Personal Vlogs,Kanpur
12099,Samreen Siddiqui,109779,styleitlikesam_,Fashion,Style & Grooming,Kanpur
38127,Somya Tandon,109154,littlethingsaboutmylife,Lifestyle & Living,Personal Vlogs,Kanpur
2694,Kashish Saxena,104921,kashish_saxena21,Entertainment,Singing & Music Videos,Kanpur
11532,Aryan Vasandani,102940,aryan_lifts,Fitness,Training & Fitness,Kanpur
19905,𝓢𝓱𝓾𝓫𝓱𝓲 𝓢𝓱𝓪𝓻𝓶𝓪,99885,expression_queen718,Entertainment,Fun-Content,Kanpur
3749,Supriya Katiyar,92375,supriya.nutritionist,Health,Nutrition & Diet,Kanpur
4712,Photowala,90747,vikas_photowala,Travel & Places,Street / People Photography,Kanpur
21195,Ayushi Rajput,88976,ayushi11110,Lifestyle & Living,Personal Vlogs,Kanpur
9043,Kanpur Ki Galiyan,87305,kanpur_ki_galiyan,Travel & Places,City-focused Content,Kanpur
11392,Diksha,80347,lustforaesthetic_,Arts,Crafts & DIY Arts,Kanpur
40743,Kshitij Sharma,67375,dilliwalasharma,Entertainment,Fun-Content,Kanpur
38621,Ayushi Awasthi,66937,_ayushiawasthi_,Lifestyle & Living,Personal Vlogs,Kanpur
46059,Akshay Sengar,66250,akshaysengar.12,Fitness,Training & Fitness,Kanpur
22720,Adwitiya Verma,50080,adwitiyaverma,Arts,"Acting, Pro (Movies)",Kanpur
45145,Shailesh Singh,48810,shl_gaur,Fitness,Training & Fitness,Kanpur
45805,Devanshi & Manushi,46793,motherhood_isbeautiful_,"Family, Kids & Pets",Family / Couple Vlogs ,Kanpur
41686,Anushka Gupta,46408,nushspeakss,Fun-Content,,Kanpur
41134,5star_laxmi,444512,5starlaxmi_112,Entertainment,Fun-Content,Karimnagar
26253,My Village Show,248054,myvillageshow,Comedy & Memes,Viral & Memes,Karimnagar
31996,Bhuvan Arora,111630,bhuvanarora27,Arts,"Acting, Pro (TV / Series)",Delhi
39825,Granthika Sharma,111582,granthika.sharma,Entertainment,Singing & Music Videos,Delhi
12213,𝑁𝑖𝑑ℎ𝑖,111513,safarnamabynidhi,Travel & Places,City-focused Content,Delhi
13723,Shubhi Singh,111266,the.lazyblogger,,,Delhi
11707,Wedding Inspo By Getyourvenue,111246,getweddinginspo,Community Pages,Art & Artist Community Page,Delhi
44413,Neha Parmar,111129,neha_parmar2107,"Family, Kids & Pets",Family / Couple Vlogs ,Delhi
3814,Abhay Thakur,111065,foodietraveller_abhax,Food ,Food Reviews,Delhi
43257,Sunil Taneja,111064,isuniltaneja,Sports,Sports News & Coverage,Delhi
2905,Shilpi Gupta,110912,style.n.dine,Fashion,Style & Grooming,Delhi
13165,Vanshika Chhabra,110865,thedemodakudi,Fashion,Style & Grooming,Delhi
17381,Sparsh Taank,110675,sparsh_16_oct_,Lifestyle & Living,Personal Vlogs,Delhi
2800,Sakshi Jain,110628,lightupunicorns,Beauty,Style & Grooming,Delhi
23119,Priya Abhijit,110549,priya.pattnaik1,Lifestyle & Living,Personal Vlogs,Delhi
46035,Riva Vaid,110489,the.riva.diva,Fashion,Style & Grooming,Delhi
24771,𝐒𝐀𝐇𝐈𝐋,110370,its.sahilsaifi,Comedy & Memes,Funny Shorts,Delhi
21764,Abeer Chopra,110309,musicbyabeer,,,Delhi
12058,Shreya Arora,110233,shreyaaa_arora,Fashion,Style & Grooming,Delhi
51665,Tanu Bana,110071,_traveltweet_,Fashion,Style & Grooming,Delhi
47622,Shreya Thukral,110040,shreyathukral,Entertainment,Fun-Content,Delhi
47407,Mohit Bisht & Himalika Sharma,109903,brownwanderers,Travel & Places,Backpacking & Biking,Delhi
28416,Paras Arora,392452,thatstunningguy,Travel & Places,City-focused Content,Karnal
25633,Diptii Sharma,295340,diptii_sharma_,Fitness,Training & Fitness,Karnal
46422,Aakanksha,235976,nursophilia_06,Health,Nutrition & Diet,Karnal
39598,Viney Kumar,152710,spicyindiaofficial_,Food ,Food Reviews,Karnal
45467,Akhil Slonia,103306,akhilslonia09,Lifestyle & Living,Religion & Spiritual,Karnal
28834,Jass,52613,jass_official0001,Fitness,Training & Fitness,Karnal
48810,Bennny Dhillon,32112,bennnydhillon,Lifestyle & Living,Personal Vlogs,Karnal
27534,Jasika,24585,jasika25,Arts,Professional Dancing,Karnal
39272,Ishaan Suri,18081,ishaansuri._,Arts,Sketching & Painting,Karnal
45714,Rubal Raheja,17441,rubalraheja__,Lifestyle & Living,Personal Vlogs,Karnal
21175,Vikrant Mehla,14916,vikrantmehla70,Entertainment,Singing & Music Videos,Karnal
20614,Harsh Kashyap,14122,harsh_ksp_8055,Lifestyle & Living,Personal Vlogs,Karnal
46431,Suganda A Singh,11888,sugandhachauhan,Fashion,Style & Grooming,Karnal
23091,Priyanka Chawla,10612,thepriyankachawla1,Entertainment,Entertaining Dance Videos,Karnal
4631,Aahelee Bandopadhyay,14375,aahelee_titli,Lifestyle & Living,Personal Vlogs,Hyderabad
