id,name,ig_followers,ig_handle,category,subcategory
31957,Sanjay Kapoor,921275,sanjaykapoor2500,Arts,"Acting, Pro (TV / Series)"
6489,Musskan Sethi Adlakha,920264,musskansethi9,Arts,"Acting, Pro (TV / Series)"
9370,Teja Sajja,918003,tejasajja123,Arts,"Acting, Pro (TV / Series)"
32016,Zoya Akhtar,917977,zoieakhtar,Arts,Film-making & Cinematography
7743,Sai Pavani Raju,916597,nayani_pavani,Arts,"Acting, Pro (Movies)"
24426,Rahul Subramanian,916053,rahulsubramanic,Comedy & Memes,Standup Performer
48362,Vishal,914538,actorvishalofficial,Arts,"Acting, Pro (TV / Series)"
23511,Freddy Daruwala,914375,freddy_daruwala,Arts,"Acting, Pro (TV / Series)"
30944,Tusshar Kapoor,913361,tusshark89,Arts,"Acting, Pro (TV / Series)"
23513,Karan Veer Mehra,912769,karanveermehra,Arts,"Acting, Pro (TV / Series)"
12777,Nibeditaa Paal,912398,i_nibedita,Arts,"Acting, Pro (Movies)"
22395,Malvika Raaj Bagga,912244,malvikaraaj,Arts,"Acting, Pro (TV / Series)"
21,Mokshitha Pai,912073,mokshitha22,Arts,"Acting, Pro (Movies)"
11130,Rohan Gandotra,910570,rohan_gandotra,Lifestyle & Living,Personal Vlogs
22760,Aisha Ahmed,907158,aisharahmed,Arts,"Acting, Pro (TV / Series)"
32030,Nimrat Kaur,900724,nimratofficial,Arts,"Acting, Pro (TV / Series)"
43020,Jasnya Jayadeesh,900388,jasnya_k_jayadeesh,Arts,"Acting, Pro (TV / Series)"
46983,Veda Krishnamurthy,898774,vedakrishnamurthy7,Sports,Professional: Team Sports
8157,Chetan Bhagat,898633,chetanbhagat,Arts,Creative Writing & Story-Telling
25041,Sudhaa Chandran,896001,sudhaachandran,Arts,"Acting, Pro (TV / Series)"
9590,Sanusha Santhosh,891735,sanusha_sanuuu,Arts,"Acting, Pro (TV / Series)"
32029,Tanya Maniktala,884090,tanyamaniktala,Arts,"Acting, Pro (TV / Series)"
32208,Ananthika Sanilkumar,883194,ananthika_sanilkumar,Arts,"Acting, Pro (TV / Series)"
48361,Vishnu Vishal,878834,thevishnuvishal,Arts,"Acting, Pro (TV / Series)"
8841,Rohitashv Gour,875212,rohitashvgour,Arts,"Acting, Pro (TV / Series)"
